OTU;Domain;Phylum;Class;Order;Family;Genus;Species;unique;;;;Phylum;Class;Order;Family;Genus;Species;;Family;;;Genus;;;Species;
Otu0089;Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Parasutterella;Parasutterella excrementihominis;Otu0089;;;Otu3463;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;Faecalibacterium sp900758465;
Otu0090;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp000431375;Otu0090;;;Otu3468;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia stercoris;;;;;;;;Faecalibacterium prausnitzii_E;
Otu0091;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Pseudoruminococcus;Pseudoruminococcus massiliensis;Otu0091;;;Otu3491;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;Schaedlerella;
Otu0092;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas;Alitiscatomonas sp900066535;Otu0092;;;Otu3603;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;;;;;;;;CAG-533 sp900551105;
Otu0093;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0093;;;Otu3629;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium lentum;;;;;;;;Phocaeicola sp948566455;
Otu0094;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;Otu0094;;;Otu3650;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus;;;;;;;;Gallintestinimicrobium propionicum;
Otu0095;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0095;;;Otu3671;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus;;;;;;;;CAG-170;
Otu0096;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri_E;Otu0096;;;Otu3679;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;;;;;;;;Avelusimicrobium;
Otu0097;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_B;Ruminococcus_B gnavus;Otu0097;;;Otu3729;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira hominis;;;;;;;;Prevotella;
Otu0098;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Hominiventricola;Hominiventricola sp003480725;Otu0098;;;Otu3752;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter;;;;;;;;Jutongia;
Otu0099;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0099;;;Otu3770;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster;;;;;;;;;
Otu0100;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;Otu0100;;;Otu3803;Bacillota_A;Clostridia;Oscillospirales;CAG-272;CAG-390;CAG-390;;;;;;;;;
Otu0101;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;Otu0101;;;Otu3946;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;;;;;;;;;
Otu0102;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu0102;;;Otu4043;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus;;;;;;;;;
Otu0103;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella intestinihominis;Otu0103;;;Otu4050;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;;;;;;;;;
Otu0104;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103;CAG-103 sp000432375;Otu0104;;;Otu4051;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Fimicola;Fimicola cottocaccae;;;;;;;;;
Otu0105;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris;Otu0105;;;Otu4087;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;;;;;;;;;
Otu0106;Bacteria;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium lentum;Otu0106;;;Otu4090;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;;;;;;;;;
Otu0107;Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella wadsworthensis_A;Otu0107;;;Otu4103;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus massiliensis;;;;;;;;;
Otu0108;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp000437735;Otu0108;;;Otu4105;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G;;;;;;;;;
Otu0109;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;Otu0109;;;Otu4133;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;;;;;;;;;
Otu0110;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;Otu0110;;;Otu4147;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0111;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter;Otu0111;;;Otu4177;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135;;;;;;;;;
Otu0112;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp959599425;Otu0112;;;Otu4247;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0113;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu0113;;;Otu4304;Bacillota_A;Clostridia;Christensenellales;CAG-917;CAG-349;CAG-349 sp003539515;;;;;;;;;
Otu0114;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum butyriciproducens;Otu0114;;;Otu4327;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola;;;;;;;;;
Otu0115;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C callidus;Otu0115;;;Otu4358;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02;F23-B02 sp001916715;;;;;;;;;
Otu0116;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Suilimivivens;Suilimivivens sp021628825;Otu0116;;;Otu4406;Bacillota_A;Clostridia;Oscillospirales;Oscillospirales;Oscillospirales;Oscillospirales;;;;;;;;;
Otu0117;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp000436835;Otu0117;;;Otu4414;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp900765785;;;;;;;;;
Otu0118;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu0118;;;Otu4425;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0119;Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Hominilimicola;Hominilimicola fabiformis;Otu0119;;;Otu4457;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Petralouisia;Petralouisia sp001940225;;;;;;;;;
Otu0120;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G;Eubacterium_G ventriosum;Otu0120;;;Otu4666;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;;;;;;;;;
Otu0121;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter segnis;Otu0121;;;Otu4674;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0122;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus ammoniilyticus;Otu0122;;;Otu4741;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E;;;;;;;;;
Otu0123;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp018917935;Otu0123;;;Otu4777;Bacillota_B;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas_B;Syntrophomonas_B zehnderi;;;;;;;;;
Otu0124;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter sp003529475;Otu0124;;;Otu4791;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp003525905;;;;;;;;;
Otu0125;Bacteria;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus;Otu0125;;;Otu4809;Actinomycetota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Anaerotardibacter;Anaerotardibacter sp000436075;;;;;;;;;
Otu0126;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900549635;Otu0126;;;Otu4925;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Alitiscatomonas;Alitiscatomonas sp900541255;;;;;;;;;
Otu0127;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus_A;Coprococcus_A catus_A;Otu0127;;;Otu4932;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0129;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0129;;;Otu5021;Bacillota_I;Bacilli_A;RF39;UBA660;Onthocola_B;Onthocola_B sp000438075;;;;;;;;;
Otu0130;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0130;;;Otu5038;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;;;;;;;;;
Otu0131;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;Otu0131;;;Otu5077;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0133;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135;Otu0133;;;Otu5143;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;;;;;;;;;
Otu0134;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu0134;;;Otu5152;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0135;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;Otu0135;;;Otu5175;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;;;;;;;;;
Otu0136;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp959599425;Otu0136;;;Otu5222;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0138;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter lactaris;Otu0138;;;Otu5239;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0139;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0139;;;Otu5260;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fimivivens;Fimivivens sp900113995;;;;;;;;;
Otu0140;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-245;CAG-245 sp000435175;Otu0140;;;Otu5271;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0141;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0141;;;Otu5363;Bacillota_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium lentum;;;;;;;;;
Otu0143;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A acetigignens;Otu0143;;;Otu5373;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0144;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyribacter;Butyribacter intestini;Otu0144;;;Otu5411;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira pectinoschiza_A;;;;;;;;;
Otu0145;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens;Limivivens faecihominis;Otu0145;;;Otu5432;Bacillota_I;Bacilli_A;Erysipelotrichales;Coprobacillaceae;Faecalibacillus;Faecalibacillus intestinalis;;;;;;;;;
Otu0146;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu0146;;;Otu5487;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;;;;;;;;;
Otu0148;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp000434735;Otu0148;;;Otu5489;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F;;;;;;;;;
Otu0149;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;Otu0149;;;Otu5543;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0150;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Limivicinus;Limivicinus sp002320035;Otu0150;;;Otu5562;Bacillota_A;Clostridia;Clostridia;Clostridia;Clostridia;Clostridia;;;;;;;;;
Otu0151;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;Otu0151;;;Otu5583;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000435995;;;;;;;;;
Otu0152;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0152;;;Otu5670;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes putredinis;;;;;;;;;
Otu0153;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter;Otu0153;;;Otu5693;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter sp934309345;;;;;;;;;
Otu0154;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus;Otu0154;;;Otu5732;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia_C;Roseburia_C amylophila;;;;;;;;;
Otu0155;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu0155;;;Otu5739;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium;;;;;;;;;
Otu0156;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;Otu0156;;;Otu5823;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0157;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0157;;;Otu5842;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Oliverpabstia;Oliverpabstia faecicola;;;;;;;;;
Otu0158;Bacteria;Bacillota_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium;Otu0158;;;Otu5887;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp000432135;;;;;;;;;
Otu0159;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu0159;;;Otu5889;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A;;;;;;;;;
Otu0160;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0160;;;Otu5924;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900758465;;;;;;;;;
Otu0161;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola;Otu0161;;;Otu5945;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_E;;;;;;;;;
Otu0162;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae;Otu0162;;;Otu5956;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0163;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp000433635;Otu0163;;;Otu5963;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia sp000434635;;;;;;;;;
Otu0164;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Brotaphodocola;Brotaphodocola sp003478505;Otu0164;;;Otu6038;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0165;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia_D;Roseburia_D yibonii;Otu0165;;;Otu6159;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospiraceae;Oscillospiraceae;;;;;;;;;
Otu0166;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus sp905197685;Otu0166;;;Otu6179;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia_C;Roseburia_C amylophila;;;;;;;;;
Otu0167;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster sp900541315;Otu0167;;;Otu6212;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;Schaedlerella;;;;;;;;;
Otu0168;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis;Otu0168;;;Otu6253;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0169;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0169;;;Otu6292;Bacillota_I;Bacilli_A;RF39;UBA660;CAG-533;CAG-533 sp900551105;;;;;;;;;
Otu0170;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-508;CAG-508;Otu0170;;;Otu6331;Bacillota_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister invisus;;;;;;;;;
Otu0171;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira hominis;Otu0171;;;Otu6347;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola sp948566455;;;;;;;;;
Otu0172;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides;Otu0172;;;Otu6352;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Gallintestinimicrobium;Gallintestinimicrobium propionicum;;;;;;;;;
Otu0173;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;Schaedlerella hominis;Otu0173;;;Otu6366;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170;;;;;;;;;
Otu0174;Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter_A;Methanobrevibacter_A smithii;Otu0174;;;Otu6380;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Avelusimicrobium;Avelusimicrobium;;;;;;;;;
Otu0175;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger;Otu0175;;;Otu6446;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0176;Bacteria;Bacillota_A;Clostridia;Christensenellales;CAG-138;PeH17;PeH17 sp000435055;Otu0176;;;Otu6457;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae;Ruminococcaceae;;;;;;;;;
Otu0177;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Laedolimicola;Laedolimicola ammoniilytica;Otu0177;;;Otu6542;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola vulgatus;;;;;;;;;
Otu0178;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus_D;Haemophilus_D parainfluenzae;Otu0178;;;Otu6552;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0179;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp003534295;Otu0179;;;Otu6574;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella;;;;;;;;;
Otu0180;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A ammoniilytica;Otu0180;;;Otu6616;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;;;;;;;;;
Otu0181;Bacteria;Bacillota_C;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella multacida;Otu0181;;;Otu6710;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia;;;;;;;;;
Otu0182;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis;Otu0182;;;;;;;;;;;;;;;;;;
Otu0183;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola;Otu0183;;;;;;;;;;;;;;;;;;
Otu0184;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0184;;;;;;;;;;;;;;;;;;
Otu0185;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila wadsworthia;Otu0185;;;;;;;;;;;;;;;;;;
Otu0186;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Ruminococcus_E;Ruminococcus_E bromii_B;Otu0186;;;;;;;;;;;;;;;;;;
Otu0187;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes amylophilus;Otu0187;;;;;;;;;;;;;;;;;;
Otu0188;Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp003525075;Otu0188;;;;;;;;;;;;;;;;;;
Otu0189;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Jutongia;Jutongia huaianensis;Otu0189;;;;;;;;;;;;;;;;;;
Otu0190;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris;Otu0190;;;;;;;;;;;;;;;;;;
Otu0191;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;Otu0191;;;;;;;;;;;;;;;;;;
Otu0192;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter splanchnicus;Otu0192;;;;;;;;;;;;;;;;;;
Otu0193;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_F;Ruminococcus_F champanellensis;Otu0193;;;;;;;;;;;;;;;;;;
Otu0194;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae;Lachnospiraceae;Otu0194;;;;;;;;;;;;;;;;;;
Otu0195;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Onthomonas;Onthomonas sp900545815;Otu0195;;;;;;;;;;;;;;;;;;
Otu0197;Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Lentihominibacter;Lentihominibacter faecis;Otu0197;;;;;;;;;;;;;;;;;;
Otu0198;Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA3402;UBA3402 sp003478355;Otu0198;;;;;;;;;;;;;;;;;;
Otu0199;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-488;CAG-488 sp000434915;Otu0199;;;;;;;;;;;;;;;;;;
Otu0201;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola massiliensis;Otu0201;;;;;;;;;;;;;;;;;;
Otu0202;Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Clostridium_A;Clostridium_A leptum;Otu0202;;;;;;;;;;;;;;;;;;
